source_id,name,source_type,market,discipline_focus,tier,website_url,opencalls_url,instagram_url,scrape_method,status,needs_verification,notes
src_031,Lavanderia a Vapore (Piemonte dal Vivo),Institution,turin,dance,2,https://www.lavanderiaavapore.eu,,https://instagram.com/lavanderiaavapore,,active,FALSE,
src_032,Studio ALTA,Institution,prague,interdisciplinary,2,https://www.altart.cz,,https://instagram.com/studioalta,,active,FALSE,
src_033,Nowy Teatr,Institution,warsaw,interdisciplinary,2,https://nowyteatr.org,,https://instagram.com/nowy_teatr,,active,FALSE,
src_034,Body/Mind Festival (Ciało/Umysł),Institution,warsaw,dance,2,,,,,active,TRUE,
src_035,Culturgest,Institution,lisbon,interdisciplinary,2,https://www.culturgest.pt,,https://instagram.com/culturgest,,active,FALSE,
src_036,Galeria Zé dos Bois (ZDB),Institution,lisbon,"sound,live_electronics",2,https://zedosbois.org,,https://instagram.com/galeriazedosbois,,active,FALSE,
src_037,TanzFaktur Köln,Institution,cologne,dance,2,https://tanzfaktur.eu,,https://instagram.com/tanzfaktur,,active,FALSE,
src_038,Kunststiftung NRW,Institution,cologne,interdisciplinary,2,https://www.kunststiftung-nrw.de,,,,active,FALSE,
src_039,PACT Zollverein,Institution,cologne,dance,2,https://www.pact-zollverein.de,,https://instagram.com/pact_zollverein,,active,FALSE,
src_040,Akademie der Künste der Welt (ADKDW Köln),Institution,cologne,interdisciplinary,2,https://www.adkdw.org,,https://instagram.com/adkdw_cologne,,active,FALSE,
src_041,Tanzquartier Wien (TQW),Institution,vienna,dance,2,https://tqw.at,,https://instagram.com/tanzquartierwien,,active,FALSE,
src_042,brut Wien,Institution,vienna,interdisciplinary,2,https://brut-wien.at,,https://instagram.com/brutwien,,active,FALSE,
src_043,ImPulsTanz Vienna International Dance Festival,Institution,vienna,dance,2,https://www.impulstanz.com,,https://instagram.com/impulstanz,,active,FALSE,
src_044,Rote Fabrik,Institution,zurich,interdisciplinary,2,https://rotefabrik.ch,,https://instagram.com/rotefabrik,,active,FALSE,
src_045,Gessnerallee Zürich,Institution,zurich,interdisciplinary,2,https://gessnerallee.ch,,https://instagram.com/gessnerallee,,active,FALSE,
src_046,Pro Helvetia (Swiss Arts Council),Institution,zurich,interdisciplinary,2,https://prohelvetia.ch,,https://instagram.com/prohelvetia,,active,FALSE,
src_047,Bassiani & Horoom Cultural Space,Institution,tbilisi,"sound,live_electronics",2,https://bassiani.com,,https://instagram.com/basssiani,,active,FALSE,
src_048,Khidi Cultural Platform,Institution,tbilisi,"sound,live_electronics",2,https://khidi.ge,,https://instagram.com/khidiclub,,active,FALSE,
src_049,Kelim Choreography Center,Institution,tel_aviv,dance,2,https://kelim.org.il,,https://instagram.com/kelim_choreography_center,,active,FALSE,
src_050,Tmuna Theater,Institution,tel_aviv,interdisciplinary,2,https://www.tmuna.org.il,,https://instagram.com/tmunatheater,,active,FALSE,
src_051,Suzanne Dellal Centre,Institution,tel_aviv,dance,2,https://suzannedellal.org.il,,https://instagram.com/suzannedellalcentre,,active,FALSE,
src_052,Mifal HaPais Arts Council,Institution,tel_aviv,interdisciplinary,2,https://culture.pais.co.il,,,,active,FALSE,
src_053,Hazira Performance Art Arena,Institution,tel_aviv,interdisciplinary,2,https://hazira.org.il,,https://instagram.com/hazira_arena,,active,FALSE,
src_054,Beursschouwburg,Institution,brussels,interdisciplinary,2,https://beursschouwburg.be,,https://instagram.com/beursschouwburg,,active,FALSE,
src_055,Kunstenfestivaldesarts,Institution,brussels,interdisciplinary,2,https://kfda.be,,https://instagram.com/kfda_brussels,,active,FALSE,
src_056,Charleroi danse (La Raffinerie),Institution,brussels,dance,2,https://www.charleroi-danse.be,,https://instagram.com/charleroidanse,,active,FALSE,
src_057,Q-O2 Workspace for Experimental Music and Sound Art,Institution,brussels,"sound,live_electronics",2,https://www.q-o2.be,,,,active,FALSE,
